#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-29 17:55:48.931
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Linear Average
#Count: 20 
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Linear Average
#Count: 20 
#Window: Flat Top
#Channel: C1
#Range: 5.50114 V
#Offset: 0.000279596 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48809 V
#Offset: -7.85371e-05 V
#Attenuation: 1 X
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 10 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-54.72638542306613,180,-11.5597353706239,180
2.44140625,-55.02665565271889,0.4358543432559997,-11.87031743600423,0.1363631662944807
4.8828125,-58.49396670063803,0.1953066700232844,-15.37433120635143,0.1798151942300321
7.32421875,-68.7476095665735,1.247481578754712,-25.82815058094602,0.3932889682608998
9.765625,-85.3245953916296,123.1681017104476,-48.7686505886663,2.448698750256965
12.20703125,-87.13797946019427,126.3899573438013,-62.66937663176938,102.1334415804918
14.6484375,-87.12800146827263,103.9550857569465,-64.77354809731638,98.07872913148883
17.08984375,-87.37419727841272,71.61281022682584,-66.43242408862645,114.2915690005194
19.53125,-87.22331888047789,46.97627593368529,-66.57282988061286,123.0762889060232
21.97265625,-86.43896508064479,47.08156767382025,-66.64464499169159,92.97271301196065
24.4140625,-86.57469971278415,54.78504699889169,-67.53528311020486,57.598104500457
26.85546875,-86.88502602865663,51.50613816012788,-68.73913677524729,39.12064521896678
29.296875,-86.55159950871381,144.5370221864595,-68.70412488403838,34.50328152141491
31.73828125,-85.53158335455407,11.13339915504199,-67.62477215943059,33.77229867512348
34.1796875,-85.17983821235649,27.18380435663017,-67.82634685710589,34.12705824176427
36.62109375,-85.61700615278639,35.18475638993802,-67.83147672216434,41.02998112130238
39.0625,-85.7380219620625,22.14410969470582,-68.11678274064002,51.40923971784112
41.50390625,-86.19597199966833,160.9216412859495,-69.9959930907133,60.25378804031698
43.9453125,-86.90685095016393,89.14605493736622,-67.67477009434178,87.00339614300285
