#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-29 18:15:18.048
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Linear Average
#Count: 20 
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Linear Average
#Count: 20 
#Window: Flat Top
#Channel: C1
#Range: 5.50114 V
#Offset: 0.000279596 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48809 V
#Offset: -7.85371e-05 V
#Attenuation: 1 X
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 10 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-51.06638135043131,180,-28.59563136961956,0
2.44140625,-51.38242895478476,0.1730355567136789,-28.90708073526459,0.03686922671121889
4.8828125,-54.88072206641392,0.3124630832040735,-32.40856712936038,0.2195005784152901
7.32421875,-65.22597255334809,179.1025125667203,-42.84538960425984,1.052258045978336
9.765625,-84.12929922339725,161.2149136435895,-65.77411354772823,20.24481696754367
12.20703125,-87.91689167991817,148.3271308241199,-79.506000048136,105.1394342880846
14.6484375,-87.91800015850015,152.8156877475221,-79.97204448405947,95.6184129402025
17.08984375,-87.09796395981149,138.7547236593799,-80.4298659546029,64.88285951450339
19.53125,-86.76590009208314,128.3573537093864,-80.75525579267386,12.9661509244873
21.97265625,-86.47223145404077,117.0599210269862,-81.70038619397225,170.505011122756
24.4140625,-86.61080962986782,70.99216509329047,-82.26777982469685,169.5741422062786
26.85546875,-86.38108135616679,23.93589310981559,-81.65595959007348,29.25594261299461
29.296875,-86.91849259969803,23.33677563140124,-81.48018035245818,61.2590255370874
31.73828125,-86.87623231432264,28.61353467162397,-81.5114762518505,61.71189523519237
34.1796875,-86.07243634316391,19.24959008729193,-81.89438355913425,59.62814840707397
36.62109375,-85.35934537817191,4.426205660303147,-82.54447922381527,48.1538103072153
39.0625,-84.29352066063082,166.2868639002238,-82.32678392737412,35.95735820835029
41.50390625,-83.74387615700078,139.8375474855549,-81.94348961988261,39.53213310387124
43.9453125,-83.93232657575042,137.0404694540397,-82.09284356140735,38.6548407271897
46.38671875,-83.78929496968334,145.7859326319244,-78.98568669582289,34.34192886914926
48.828125,-83.26676917936915,151.9644759647931,-77.59544724571592,35.92246895893258
51.26953125,-82.95764824666476,81.19751418736385,-77.17336634144486,26.75475926760961
