#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-29 17:58:27.574
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Linear Average
#Count: 20 
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Linear Average
#Count: 20 
#Window: Flat Top
#Channel: C1
#Range: 5.50114 V
#Offset: 0.000279596 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48809 V
#Offset: -7.85371e-05 V
#Attenuation: 1 X
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 10 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-49.48175969773898,180,-3.818375621625305,180
2.44140625,-49.79159508563228,179.8180612342898,-4.128796345789452,0.04059605260257697
4.8828125,-53.30250655110967,179.8314343200439,-7.630952453584846,0.1716038190275796
7.32421875,-63.80198200224748,178.3682502123719,-18.08026046893345,0.3886914714971397
9.765625,-84.65592418322674,65.37771663903612,-41.15014657228899,0.7610461829693642
12.20703125,-86.43125600885674,8.329409432993025,-56.3152898788261,149.820158856625
14.6484375,-86.7370905779447,179.7618993273387,-58.17372364615358,109.2028559994059
17.08984375,-86.59682730550335,173.7607443097275,-58.4663845053949,84.65438690528403
19.53125,-86.82001894966962,105.670804830874,-58.29936279999976,114.270859753089
21.97265625,-87.15286011469738,179.7638362185815,-58.80441885044913,149.891637522564
24.4140625,-87.12124503196115,166.0481036586568,-59.22783447084739,6.708446676414063
26.85546875,-87.18441750554544,164.203870112609,-59.34372096337917,11.87437933996451
29.296875,-87.78228297001129,160.0253310500144,-59.55363679665156,80.09470915480773
31.73828125,-87.99907967847412,154.4779336218338,-60.12981274038047,74.67100764010576
34.1796875,-87.44820601061333,152.462438009331,-60.17434163355033,71.04645870553513
36.62109375,-87.16210335371144,6.138895261154633,-59.89694367396445,70.87071133551862
39.0625,-87.18016615574933,96.29866741274176,-60.1016181809906,76.25591371503246
41.50390625,-86.80786552565763,116.9072540866381,-60.44984830043454,78.69287193398478
43.9453125,-85.81878944056103,156.3537644062963,-57.79266898115036,63.62510655754405
46.38671875,-84.33917053055522,13.2908854946476,-53.79495131651429,53.5251011963496
48.828125,-84.07292897971281,26.49326119099229,-52.69955149949119,51.97962742290987
51.26953125,-84.81425461745988,30.19877283915954,-52.75301926966398,55.07995287989793
53.7109375,-85.52265817895899,22.24073538452805,-53.98929122207859,67.31073711093981
56.15234375,-86.36388164927043,19.99120680488131,-59.49428816355952,97.34297683484996
58.59375,-87.71174958801934,38.18695452497337,-63.94487077057268,125.4272199139895
61.03515625,-87.49424780339584,39.70764981722827,-64.14525152405632,112.9237018433728
63.4765625,-87.01242726511596,171.4488828565821,-63.22873263140583,58.37916934402757
65.91796875,-86.88498938140532,117.4321262784434,-62.28136162643712,18.00168702092103
68.359375,-86.65742490049765,97.73925741849024,-61.58122631500817,12.31484118189802
70.80078125,-85.56205482106165,106.6815958235747,-61.29586787850915,4.171888732107232
73.2421875,-85.16416146494181,129.8174806508259,-61.55561373685729,152.5492502780453
75.68359375,-85.50457001865686,155.6913141863678,-61.67791459917304,164.6860348005545
78.125,-85.75572347042529,6.175496626693185,-62.43380205164687,11.21256843014915
80.56640625,-86.42064765433018,48.62128822090052,-64.52372469973524,29.42506312688733
83.0078125,-86.96642241368775,76.20131246329701,-66.50152195260912,37.83265119624097
85.44921875,-86.99107436121812,91.08468892858048,-67.08168980726589,32.95526104911369
87.890625,-86.98564150281278,109.8109763498357,-66.33519414767423,1.778401624056576
90.33203125,-85.58970999889132,127.2259439357415,-66.68523638419902,145.6456541288434
92.7734375,-84.70284742368564,136.6983027299111,-66.5759560396331,154.1840447573094
95.21484375,-85.01195726310813,147.4185921835643,-65.54810399576428,4.466110940210603
97.65625,-86.15663303656675,164.189144363474,-65.08209620636647,52.08678159592667
100.09765625,-86.72380092849876,179.2391944788749,-64.53631242603853,100.3374930698645
102.5390625,-86.37385023028557,33.68180070556183,-63.69656543546682,126.6555861778875
104.98046875,-86.21652949270802,105.2217333374715,-63.9614203805807,152.3724205226266
107.421875,-85.23840649556971,135.8784796442384,-65.61358763605399,5.273150643071074
109.86328125,-84.47810568456606,0.5535968799008574,-66.8601003717763,65.76445063636321
112.3046875,-84.44254735605215,179.9269029022896,-66.97106722713737,115.7054775942084
114.74609375,-84.4366676897809,157.9529756566554,-67.33179948368732,13.28143894287943
117.1875,-84.78073869593823,132.5844771983414,-66.82174884529637,42.01906268216466
119.62890625,-85.26929231244644,116.1136372344803,-66.89413326278685,74.17790382341542
122.0703125,-85.65042157267989,112.4322821334994,-66.95430610257235,79.78214987225866
124.51171875,-86.49585314402457,146.8585367547865,-65.88435992551206,98.37496913460652
126.953125,-86.22988730198117,9.207840379524542,-65.75651824664953,139.8614031605478
129.39453125,-85.4246376299192,14.81910154133957,-66.57512851264137,178.2272422165873
